
1306624 bytes read in 95 ms (13.1 MiB/s)
## Starting application at 0x00200000 ...
BENCH_ARRAY_INDEX 0
budget_function,total_used_budget_r,total_used_budget_w,total_calc_r,total_calc_w,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_read[10],used_budget_per_period_read[11],used_budget_per_period_read[12],used_budget_per_period_read[13],used_budget_per_period_read[14],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],used_budget_per_period_write[10],used_budget_per_period_write[11],used_budget_per_period_write[12],used_budget_per_period_write[13],used_budget_per_period_write[14],calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_read[10],calc_per_period_read[11],calc_per_period_read[12],calc_per_period_read[13],calc_per_period_read[14],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],calc_per_period_write[10],calc_per_period_write[11],calc_per_period_write[12],calc_per_period_write[13],calc_per_period_write[14],
[DEBUG] NOTHING 0
[DEBUG] NOTHING 1
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (850 - 817) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3866053481
[BAO] C1: 3865639345
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3865701771
[BAO] C1: 3865537024
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (883 - 850) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3866220255
[BAO] C1: 3865687006
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3865697505
[BAO] C1: 3865535849
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (916 - 883) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3866054900
[BAO] C1: 3865639751
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3865679427
[BAO] C1: 3865530656
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (949 - 916) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 2
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3866224469
[BAO] C1: 3865688295
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] AFC: BEFORE
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] AFC: AFTER
[BAO]   previous_read_budget   = 429767192
[BAO]   previous_write_budget  = 429575633
[BAO]   proportional_gain      = 2
[BAO]   scaling_factor         = 10
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
AFC,4158630,1197418,6017030370,6014143682,1448412,193587,193587,193587,193587,193587,193587,193587,193587,193587,193587,193587,193587,193587,193587,424100,55237,55237,55237,55237,55237,55237,55237,55237,55237,55237,55237,55237,55237,55237,289682,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,429767192,84820,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,429575633,
[DEBUG] TASK: OVER 0 | UNDER 0
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (1020 - 949) >= 30 | 71 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] Formula changed from 2 to 3, reseting vm values
[BAO] ----
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 429767192
[BAO]   defined_pmu_write_val           = 429575633
[BAO]   current_used_read_budget        = 193587
[BAO]   current_used_write_budget       = 55237
[BAO]   new_read_budget                 = 429767192
[BAO]   new_write_budget                = 429575633
[BAO]   total_used_read_budget          = 1641999
[BAO]   total_used_write_budget         = 479337
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 250000
[BAO]   defined_pmu_write_val           = 250000
[BAO]   current_used_read_budget        = 0
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] ----
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 250000
[BAO]   defined_pmu_write_val           = 250000
[BAO]   current_used_read_budget        = 0
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 3868270893
[BAO] C1: 3866287080
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] LR: BEFORE
[BAO]   current_read_array_size  = 0
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] LR: AFTER
[BAO]   current_read_array_size  = 0
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 250000
[BAO]   defined_pmu_write_val           = 250000
[BAO]   current_used_read_budget        = 0
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 0
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 357353
[BAO] C1: 104147
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] LR: BEFORE
[BAO]   current_read_array_size  = 0
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] LR: AFTER
[BAO]   current_read_array_size  = 1
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 357353
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (1053 - 1020) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 357353
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 995252
[BAO] C1: 288243
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] LR: BEFORE
[BAO]   current_read_array_size  = 1
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] LR: AFTER
[BAO]   current_read_array_size  = 2
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]     t_vector[u]    = 1
[BAO]     read_usage[u]  = 1
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 995252
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 995252
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 546591
[BAO] C1: 158179
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] LR: BEFORE
[BAO]   current_read_array_size  = 2
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]     t_vector[u]    = 1
[BAO]     read_usage[u]  = 1
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] LR: AFTER
[BAO]   current_read_array_size  = 3
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]     t_vector[u]    = 1
[BAO]     read_usage[u]  = 1
[BAO]     t_vector[u]    = 2
[BAO]     read_usage[u]  = 2
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 546591
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget TIMEOUT: 
[DEBUG] (current_time_task_any - last_check_time_task_any) >= period_task_any
[DEBUG] (1086 - 1053) >= 30 | 33 >= 30
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 546591
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: BEFORE
[BAO] C0: 859530
[BAO] C1: 249463
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[BAO] LR: BEFORE
[BAO]   current_read_array_size  = 3
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]     t_vector[u]    = 1
[BAO]     read_usage[u]  = 1
[BAO]     t_vector[u]    = 2
[BAO]     read_usage[u]  = 2
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] LR: AFTER
[BAO]   current_read_array_size  = 4
[BAO]     t_vector[u]    = 0
[BAO]     read_usage[u]  = 0
[BAO]     t_vector[u]    = 1
[BAO]     read_usage[u]  = 1
[BAO]     t_vector[u]    = 2
[BAO]     read_usage[u]  = 2
[BAO]     t_vector[u]    = 3
[BAO]     read_usage[u]  = 3
[BAO]   current_write_array_size = 0
[BAO]   total_read_exec          = 0
[BAO]   total_write_exec         = 0
[BAO] VM: AFTER
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 859530
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
[BAO]   total_calculated_new_read_budget = 0
[BAO]   total_calculated_new_write_budget= 0
[BAO] Counters: AFTER
[BAO] C0: 0
[BAO] C1: 0
[BAO] C2: 0
[BAO] C3: 0
[BAO] C4: 0
[BAO] C5: 0
[DEBUG] done
[DEBUG] OVERFLOW SIGNAL
[DEBUG] get budget OVERFLOW
[DEBUG] suspending task 0
[DEBUG] calling HC_regulator_get_new_budget
[BAO] regulator_budget_depleted	 formula 3
[BAO] VM: BEFORE
[BAO]   depleated_op_type               = 4294967295
[BAO]   defined_pmu_read_val            = 0
[BAO]   defined_pmu_write_val           = 0
[BAO]   current_used_read_budget        = 859530
[BAO]   current_used_write_budget       = 0
[BAO]   new_read_budget                 = 0
[BAO]   new_write_budget                = 0
[BAO]   total_used_read_budget          = 0
[BAO]   total_used_write_budget         = 0
